Date,Time,ConversationID,ScrubbedUtterance,Intent,IntentConfidence,Bot Response,UserFeedback Sentiment,UserFeedbackComments
19-Jun,18:21,8afcf591-758b-4b3f-8e09-f2ac7097a9c0,when is open enrollment this year,Enroll_in_Plan,94%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
19-Jun,18:25,0b3c66e7-9f75-43ff-b305-c541bdfbdce4,hello,ChatBot_Greetings,100%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
19-Jun,18:26,0b3c66e7-9f75-43ff-b305-c541bdfbdce4,how do i change my espp contributions,Manage_ESPP,84%,I'm sorry  I didn't understand. Is there a way to rephrase that? Sometimes that helps.,,
19-Jun,18:26,91e69396-8923-493c-afae-0bc964654248,is there a way in workday to change my espp contributions,Manage_ESPP,33%,I'm sorry  I didn't understand. Is there a way to rephrase that? Sometimes that helps.,,
19-Jun,18:27,c3621349-d3fe-4233-8dbc-4024f50e8642,espp enrollment,Enroll_in_Plan,100%,Happy to talk about ESPP! Workday has two ESPP enrollment periods per year - November and May. Don't worry  you will receive a Workday task in your inbox once the enrollment period opens. If you have more questions  check out the ESPP FAQ https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent#/site/a7x80000000GpgKAAS/page/a7t80000000HFyOAAW?origin=cl|here or reach out to our Stock Admin team within Service Hub https://workday.service-now.com/servicehub?id=sc_cat_item&sys_id=20c0860449413100d0ae0e069ef85f2b&sysparm_category=c03b4db279387100d0aeae36adbaa297|here.,,
19-Jun,18:30,91e69396-8923-493c-afae-0bc964654248,what are the company wide holidays for na,List_Reimbursable_Expenses,24%,Looks like you're interested in learning more about reimbursement expenses.,,
19-Jun,18:49,951c39ca-c2f4-47b6-9591-f23aea416cf7,when does mid-year calibration start,Enroll_in_Plan,95%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
19-Jun,18:49,2226cbf7-c2d8-4e09-a3bb-e7e0a7c50d74,Tell me a joke,ChatBot_Jokes,100%,Whatâ€™s a dogs favorite kind of pizza? Pupperoni.,,
19-Jun,18:50,19843a7f-c738-4915-a6f2-34397e086269,what is the max 401K contribution for 201,View_Contribution_Limit,72%,Sounds like you're interested in learning more about 401(k) contribution limits. Workday will stop your 401(k) contributions once you reach the IRS maximum. If you contributed to another 401(k) plan during the plan year you will need to complete a https://workdayinc.benefitstream.net/sites/default/new-files/WorkdayInc/documents/Prior%20Employer%20401(k)_Limit_Request.pdf|Prior Employer 401(k) Limit Request form so that we can make note of that balance and stop your contributions appropriately.,,
19-Jun,18:56,cdbc0d99-2149-4c2b-9065-19d54c7b3d4e,do we have off july 3,ChatBot_Goodbyes,63%,Thanks for checking in! Hopefully I was able to assist you. Let me know anytime you have another question.,,
19-Jun,18:59,4cea57ed-515d-4679-9522-3c06ca649771,how are you,ChatBot_State,100%,I'm doing really well and excited to support the Workday community!,,
19-Jun,18:59,0032d623-e740-44c6-9ee2-04ce58287727,can you direct me to payroll Workspace page,Get_Access,48%,Sounds like you're inquiring about your access.,,
19-Jun,19:00,ee5f0473-1a01-4108-af43-64e4ab2f800b,payroll,Get_Plan_Info,56%,To view a summary of your benefit elections  and costs  including medical  dental  vision and 401(k) from your Workday Home page:  1. Click the Benefits application.  2. From the View card  click the Benefit Elections button.   3. Click the Excel icon to download the list in a spreadsheet.   4. Click  the print icon to save as a PDF. Open the PDF and print. To learn more about Workday's benefit plans  visit BenefitStream https://workdayinc.benefitstream.net|here Username: workday Password: welcome2benefits When you make a change to your benefits it may take 1 to 2 payroll periods to see the change reflected on your check. The timing is dependent on when you completed your benefits enrollment task in Workday  the effective date of your enrollments  and the Payroll processing dates. If you'd like us to research your specific situation  please open a ServiceHub ticket via People & Purpose.,,
19-Jun,19:00,4cea57ed-515d-4679-9522-3c06ca649771,view wellness credit,Understand_Generally,71%,Sounds like you're interested in learning more about Wellness Credits. Workmates can complete a Health Risk Assessment (HRA) between November 1 and December 31 each year in order to earn a savings credit on their medical premium. It is not available outside of Open Enrollment.  To view your Wellness Credit:  1. Click the Pay application from the Workday home page.   2. Click a Payslip within the Payslips card or click Payslips within the View card to view a full list.  3. Click View or Print on the desired payslip.   4. Navigate to the Pre Tax Deductions section and locate the Wellness Credit amount per payslip and Year To Date (YTD).  For more help on managing your pay  including your direct deposit  check out the https://wd5.myworkday.com/workday/d/inst/17498$864/rel-task/2998$28786.htmld|Manage Your Pay Job Aid.,,
19-Jun,19:00,4cea57ed-515d-4679-9522-3c06ca649771,can i see my payslip,Get_Plan_Info,91%,To view a summary of your benefit elections  and costs  including medical  dental  vision and 401(k) from your Workday Home page:  1. Click the Benefits application.  2. From the View card  click the Benefit Elections button.   3. Click the Excel icon to download the list in a spreadsheet.   4. Click  the print icon to save as a PDF. Open the PDF and print. To learn more about Workday's benefit plans  visit BenefitStream https://workdayinc.benefitstream.net|here Username: workday Password: welcome2benefits When you make a change to your benefits it may take 1 to 2 payroll periods to see the change reflected on your check. The timing is dependent on when you completed your benefits enrollment task in Workday  the effective date of your enrollments  and the Payroll processing dates. If you'd like us to research your specific situation  please open a ServiceHub ticket via People & Purpose.,,
19-Jun,19:09,08e51241-8ee1-4dd5-84bc-9017db590f0d,salary sacrifice,Get_Tax_Information,100%,Looks like you're interested in learning more about taxes.,,
19-Jun,19:09,94965be9-946f-4bba-99fe-43074b44d68f,can i get details on uk pension,Get_Retirement,42%,You will be automatically enrolled into our pension scheme at 3% employee contributions which are matched by Workday. In order to elect a higher contribution level  please complete the https://workday--simpplr.na68.visual.force.com/apex/sitefiledetail?fileId=06980000001dwJbAAI&siteId=a7x80000000004mAAA|Pension Contribution Amendment Form and submit this to https://workday.service-now.com/nav_to.do?uri=%2Fcom.glideapp.servicecatalog_cat_item_view.do%3Fsysparm_id%3D7e4d04f950f60200b993e0923755f51d|People & Purpose via Service Hub. Select General HR as your question and Benefits as the category.,,
19-Jun,19:10,08e51241-8ee1-4dd5-84bc-9017db590f0d,can i get details on rrsp,Enroll_in_Plan,54%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
19-Jun,19:31,b1a0e269-56e3-4827-9587-313a555bf965,how do i get fitness reimbursement,Submit_Expenses,99%,Happy to help you with your Fitness Program reimbursement. Follow these https://wd5.myworkday.com/workday/d/inst/17498$1077/rel-task/2998$28786.htmld|step-by step instructions to submit an expense report. No need to submit receipts  but keep a copy of them in case they are requested. Interested in a list of eligible expenses? Learn more about https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent?origin=ac#/site/a7x80000000006hAAA/page/a7t800000000A6oAAE|Workday's Fitness Program.,,
19-Jun,20:00,da31d7e1-e37b-4b19-bee9-ab070b56c531,hello,ChatBot_Greetings,100%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
19-Jun,20:01,e7d1a6fd-b195-4087-abdb-9144f5432d57,how do i enroll in espp,Enroll_in_Plan,100%,Happy to talk about ESPP! Workday has two ESPP enrollment periods per year - November and May. Don't worry  you will receive a Workday task in your inbox once the enrollment period opens. If you have more questions  check out the ESPP FAQ https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent#/site/a7x80000000GpgKAAS/page/a7t80000000HFyOAAW?origin=cl|here or reach out to our Stock Admin team within Service Hub https://workday.service-now.com/servicehub?id=sc_cat_item&sys_id=20c0860449413100d0ae0e069ef85f2b&sysparm_category=c03b4db279387100d0aeae36adbaa297|here.,,
19-Jun,20:03,e7d1a6fd-b195-4087-abdb-9144f5432d57,when will i receive my new hire rsu,Random_Questions,45%,I don't know the answer to that right now but my fellow Workmates are constantly teaching me new things to help me improve.,,
19-Jun,20:55,2ecf649d-36a0-4c55-92d3-68607c356936,what are the best workday survey cycle 5 dates,Random_Questions,76%,I don't know the answer to that right now but my fellow Workmates are constantly teaching me new things to help me improve.,,
19-Jun,20:56,8cd4cc21-5a91-438c-b5bb-0d1f193030d4,who is my people and purpose people partner,Request_Support,95%,Sounds like you want to talk to someone. Please click https://workday.service-now.com/servicehub?id=sc_cat_item&sys_id=50303249dbcd3f00b89d7e88f4961948|here to submit your question or request. Hold tight and we will be in touch shortly.,,
19-Jun,21:28,4d533ef0-178c-497c-8f4a-2b53121553d2,when is open enrollment,Enroll_in_Plan,100%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
19-Jun,21:28,c8481e59-0531-4c6b-a4a1-29f5ce6da4a2,knock knock,ChatBot_Jokes,100%,What do you call a dog magician? A labracadabrador.,,
19-Jun,21:28,b4dccea5-dc5b-49c2-8ea9-c69cbe7e1967,401k enrollment,Enroll_in_Plan,100%,Happy to help! You can learn about your 401(k) plan options and company match by checking out https://workdayinc.benefitstream.net/your-benefits-28/401k|BenefitStream website. Username: workday Password: welcome2benefits If you are a new hire you will need to make sure to register in Fidelity. It takes approximately 2 weeks from your date of hire for your information to populate in Fidelity  so make sure to register 10 days from your hire date! All 401(k) elections and changes need to be made directly within Fidelity as well. In FIdelity you can change your contribution at any time by following the below steps:  1. From the Quick Links drop down  select Contribution Amount  2. Then click on the Contribution Amount link under Manage Your Contribution Amount heading  3. Enter your new elections and click the Change Contribution Amount button at the bottom of the page https://www.netbenefits.com|NetBenefits.com and reflected in Workday.,,
